Months_As_Customer,Age,Policy_Number,Policy_Bind_Date,Policy_State,Policy_Csl,Policy_Deductable,Income,Policy_Annual_Premium,Insured_Zip,Insured_Sex,Insured_Education_Level,Insured_Occupation,Insured_Hobbies,Insured_Relationship,Incident_Date,Incident_Type,Collision_Type,Incident_Severity,Incident_State,Incident_City,Bodily_Injuries,Witnesses,Total_Claim_Amount,Injury_Claim,Vehicle_Claim,Auto_Make,Auto_Model,CAR_USE,URBANICITY,Auto_Year
451,61,533941,18-06-1998,IN,250/500,2000,75468,1618.65,475407,FEMALE,Associate,transport-moving,polo,unmarried,04-02-2015,Multi-vehicle Collision,Rear Collision,Major Damage,OH,Columbus,2,1,78100,15620,54670,Chevrolet,Tahoe,Private,Urban,1997
61,24,265026,08-02-1996,IN,100/300,500,17984,922.67,473611,FEMALE,College,priv-house-serv,paintball,other-relative,12-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,SC,Northbend,2,1,65520,9360,46800,Toyota,Highlander,Private,Urban,2011
150,30,354481,17-11-2004,IN,100/300,1000,0,1342.02,608425,MALE,MD,prof-specialty,polo,own-child,28-02-2015,Parked Car,Others,Trivial Damage,VA,Arlington,0,2,4500,450,3600,Saab,93,Private,Rural,1999
283,41,566720,25-10-2012,OH,100/300,500,24276,1195.01,476227,FEMALE,Associate,sales,reading,own-child,08-01-2015,Multi-vehicle Collision,Side Collision,Major Damage,WV,Northbend,0,2,42700,0,36600,Mercedes,ML350,Private,Urban,2011
291,46,832746,13-04-2006,OH,500/1000,1000,0,994.74,452701,FEMALE,High School,adm-clerical,polo,own-child,25-01-2015,Parked Car,Others,Minor Damage,SC,Hillsdale,2,2,5580,620,4340,Volkswagen,Passat,Private,Urban,2005
162,31,386690,21-02-2006,IN,100/300,1000,73842,1050.24,456789,FEMALE,Masters,adm-clerical,chess,wife,26-02-2015,Parked Car,Others,Minor Damage,NC,Arlington,0,0,3600,360,2520,BMW,X5,Commercial,Urban,2013
154,36,979285,17-12-2003,IL,250/500,2000,16609,1313.51,600904,FEMALE,Masters,exec-managerial,dancing,own-child,03-02-2015,Vehicle Theft,Others,Trivial Damage,SC,Northbrook,2,0,2800,280,2240,Volkswagen,Passat,Commercial,Rural,2015
289,47,594722,31-07-1999,OH,500/1000,2000,36708,1102.29,450889,FEMALE,Associate,adm-clerical,hiking,own-child,31-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,VA,Northbend,1,0,54000,6000,42000,Toyota,Highlander,Private,Urban,1996
10,19,216738,05-08-2014,IN,250/500,1000,23652,1185.78,478837,FEMALE,JD,craft-repair,yachting,wife,01-02-2015,Single Vehicle Collision,Side Collision,Minor Damage,NC,Northbend,0,2,48950,4450,35600,Accura,TL,Private,Rural,2011
309,47,369048,05-06-2011,IL,500/1000,500,92948,1527.95,611322,MALE,PhD,exec-managerial,hiking,other-relative,21-02-2015,Multi-vehicle Collision,Rear Collision,Major Damage,WV,Northbend,0,1,77800,15560,46680,Dodge,RAM,Private,Urban,2002
396,57,514424,11-10-1992,IN,100/300,1000,25690,1366.39,438180,MALE,High School,protective-serv,exercise,other-relative,30-01-2015,Multi-vehicle Collision,Front Collision,Major Damage,NC,Columbus,2,1,52560,11680,35040,Saab,93,Private,Rural,1995
273,41,954191,17-02-2010,OH,500/1000,1000,25294,1403.9,449793,FEMALE,PhD,farming-fishing,dancing,own-child,31-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,VA,Riverwood,1,2,44110,4010,32080,Honda,Accord,Private,Urban,2015
129,30,150181,06-05-2007,IL,500/1000,2000,58773,927.23,450730,FEMALE,PhD,sales,video-games,husband,13-01-2015,Single Vehicle Collision,Front Collision,Total Loss,SC,Hillsdale,1,3,74360,13520,54080,Suburu,Forrestor,Private,Urban,2009
140,31,388671,01-05-1997,OH,250/500,2000,38494,1554.86,608758,FEMALE,JD,armed-forces,base-jumping,wife,16-02-2015,Parked Car,Others,Minor Damage,WV,Arlington,1,2,6120,680,4760,Honda,Civic,Commercial,Rural,2002
419,53,457244,28-01-1998,IL,500/1000,2000,62116,736.07,445339,MALE,College,transport-moving,chess,unmarried,04-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,SC,Northbend,0,0,62280,5190,46710,Suburu,Forrestor,Commercial,Urban,2012
315,44,206667,05-05-1993,IL,250/500,1000,101767,974.16,438328,FEMALE,Masters,sales,reading,other-relative,07-02-2015,Multi-vehicle Collision,Front Collision,Total Loss,NY,Springfield,1,0,26730,4860,17010,Volkswagen,Jetta,Commercial,Urban,2006
72,29,745200,06-08-1994,OH,500/1000,500,0,973.8,479913,FEMALE,Associate,craft-repair,exercise,own-child,16-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,WV,Arlington,1,0,66200,6620,52960,Dodge,Neon,Private,Urban,2013
32,26,412703,14-11-2014,OH,100/300,2000,45828,1260.32,460760,MALE,JD,other-service,polo,not-in-family,28-02-2015,Single Vehicle Collision,Side Collision,Total Loss,VA,Northbrook,1,2,45500,9100,31850,Toyota,Corolla,Commercial,Urban,2009
230,41,736771,14-12-1991,IN,100/300,1000,0,1464.03,444797,MALE,JD,transport-moving,sleeping,own-child,08-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,NY,Springfield,2,0,53040,4420,44200,Audi,A3,Commercial,Urban,2006
157,32,347984,21-10-2009,OH,100/300,2000,0,617.11,436711,MALE,College,other-service,reading,other-relative,02-01-2015,Multi-vehicle Collision,Front Collision,Major Damage,VA,Columbus,1,2,50800,10160,35560,Mercedes,E400,Commercial,Urban,2013
265,41,626074,29-09-1997,IN,250/500,2000,142531,1724.46,432491,FEMALE,Associate,craft-repair,sleeping,own-child,13-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,SC,Northbend,1,3,44200,4420,35360,Audi,A5,Private,Urban,2014
47,34,218109,31-12-2003,IL,500/1000,500,0,1161.31,617527,FEMALE,PhD,exec-managerial,base-jumping,other-relative,07-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,SC,Springfield,1,3,62920,11440,45760,Chevrolet,Malibu,Private,Urban,2012
113,29,999435,01-01-2008,OH,250/500,2000,15958,1091.73,601213,MALE,PhD,exec-managerial,golf,not-in-family,05-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Springfield,0,2,49950,5550,38850,Nissan,Ultima,Private,Urban,2004
289,46,858060,31-05-2004,IL,250/500,2000,104420,1209.07,604138,MALE,JD,armed-forces,chess,unmarried,28-02-2015,Single Vehicle Collision,Rear Collision,Minor Damage,NC,Arlington,0,1,56430,6270,43890,BMW,3 Series,Private,Urban,1995
254,41,500384,18-12-2013,IL,250/500,2000,0,1241.04,431361,FEMALE,Masters,protective-serv,board-games,own-child,04-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,NY,Riverwood,2,2,100210,18220,63770,Audi,A5,Private,Rural,2014
115,30,903785,24-08-2000,OH,500/1000,500,54310,1757.21,477695,MALE,High School,prof-specialty,base-jumping,wife,02-02-2015,Multi-vehicle Collision,Front Collision,Minor Damage,NY,Northbend,1,0,49140,5460,38220,Ford,F150,Private,Urban,2007
236,38,873859,14-10-1992,OH,250/500,1000,72438,802.24,612597,FEMALE,College,other-service,paintball,not-in-family,23-02-2015,Single Vehicle Collision,Side Collision,Major Damage,WV,Northbrook,0,1,66840,16710,44560,Mercedes,E400,Commercial,Urban,2014
7,21,204294,16-11-1991,IN,500/1000,1000,15936,1342.72,445638,MALE,Associate,machine-op-inspct,camping,wife,10-02-2015,Single Vehicle Collision,Front Collision,Total Loss,NY,Hillsdale,1,2,62460,6940,48580,Honda,Accord,Private,Urban,2003
208,36,467106,08-10-1995,OH,100/300,2000,15936,1209.41,476185,MALE,JD,machine-op-inspct,base-jumping,wife,16-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,NY,Columbus,0,1,62810,11420,39970,Nissan,Ultima,Private,Urban,1999
126,33,357713,28-10-2007,OH,500/1000,1000,170162,1141.71,435995,FEMALE,JD,priv-house-serv,sleeping,own-child,04-01-2015,Single Vehicle Collision,Front Collision,Major Damage,WV,Northbrook,1,2,54160,6770,40620,Suburu,Legacy,Private,Urban,2009
48,35,890026,16-05-2008,IL,100/300,500,36324,1090.03,430232,FEMALE,JD,exec-managerial,golf,unmarried,30-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,WV,Arlington,0,2,48400,9680,33880,Saab,92x,Commercial,Rural,2005
297,48,751612,22-06-2009,IN,250/500,1000,22819,1464.73,443861,MALE,PhD,exec-managerial,golf,other-relative,25-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,NY,Arlington,0,0,51480,5720,40040,Toyota,Highlander,Private,Urban,2013
160,36,876680,10-05-2012,OH,100/300,1000,31850,1118.58,460801,FEMALE,High School,prof-specialty,board-games,husband,22-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,NY,Columbus,2,1,51700,5170,36190,Saab,95,Private,Rural,2003
406,58,756981,02-10-2003,OH,250/500,2000,53758,1117.04,605121,MALE,MD,exec-managerial,video-games,own-child,01-01-2015,Multi-vehicle Collision,Front Collision,Total Loss,WV,Northbend,1,2,65520,10920,49140,Volkswagen,Jetta,Private,Urban,2009
157,31,121439,02-08-1990,IN,500/1000,500,51724,1257.83,458622,MALE,High School,farming-fishing,reading,own-child,14-02-2015,Multi-vehicle Collision,Rear Collision,Major Damage,OH,Arlington,2,2,47700,4770,33390,Accura,TL,Commercial,Urban,2011
146,31,411289,16-09-1997,OH,250/500,2000,26911,1082.72,478661,FEMALE,PhD,machine-op-inspct,video-games,not-in-family,15-01-2015,Vehicle Theft,Others,Minor Damage,SC,Northbend,2,0,5220,580,4060,Accura,MDX,Private,Urban,2015
409,57,538466,29-07-1995,IN,100/300,1000,17120,1191.8,435299,MALE,High School,protective-serv,exercise,unmarried,06-01-2015,Single Vehicle Collision,Side Collision,Major Damage,NY,Riverwood,1,0,73320,6110,54990,Ford,Fusion,Private,Urban,2012
252,46,932097,06-09-2005,IN,100/300,1000,34600,1242.02,601961,MALE,Masters,adm-clerical,dancing,wife,08-02-2015,Single Vehicle Collision,Front Collision,Minor Damage,VA,Hillsdale,0,2,74900,14980,52430,Jeep,Grand Cherokee,Private,Urban,2003
6,27,463727,05-08-1992,OH,250/500,500,28459,1075.71,604328,FEMALE,High School,prof-specialty,dancing,unmarried,17-02-2015,Vehicle Theft,Others,Trivial Damage,WV,Columbus,0,1,3190,580,2320,Saab,95,Private,Urban,2015
103,33,552618,22-01-1993,IN,100/300,1000,59254,969.88,614385,MALE,MD,armed-forces,exercise,own-child,21-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,NY,Columbus,1,0,76920,12820,57690,Chevrolet,Malibu,Commercial,Urban,2002
369,53,936638,20-05-1995,OH,250/500,2000,126263,1459.93,438584,FEMALE,Masters,priv-house-serv,video-games,not-in-family,09-02-2015,Multi-vehicle Collision,Front Collision,Total Loss,WV,Springfield,1,3,77990,7090,56720,Jeep,Wrangler,Private,Urban,2012
261,46,348814,24-09-1992,IL,500/1000,1000,38042,1245.61,478703,MALE,MD,transport-moving,base-jumping,own-child,12-02-2015,Single Vehicle Collision,Front Collision,Total Loss,NY,Columbus,1,0,59670,9180,41310,Ford,Escape,Private,Urban,2008
159,33,944102,20-07-2007,IN,100/300,2000,26413,1462.76,615683,FEMALE,College,craft-repair,skydiving,husband,24-02-2015,Multi-vehicle Collision,Rear Collision,Major Damage,NY,Columbus,2,0,44880,8160,32640,Mercedes,C300,Commercial,Urban,2004
344,51,689901,28-04-1992,IN,100/300,2000,0,1398.46,455672,MALE,Associate,sales,skydiving,other-relative,02-02-2015,Single Vehicle Collision,Side Collision,Minor Damage,NC,Northbend,0,2,82830,7530,60240,Audi,A5,Commercial,Urban,2004
437,60,901083,19-01-1998,OH,500/1000,1000,106722,1269.64,602942,FEMALE,College,armed-forces,cross-fit,unmarried,14-02-2015,Single Vehicle Collision,Front Collision,Minor Damage,SC,Riverwood,1,3,84480,7680,61440,Chevrolet,Silverado,Private,Urban,2012
65,30,396224,08-09-2009,IN,100/300,500,18972,1455.65,616706,FEMALE,College,transport-moving,skydiving,wife,15-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,WV,Hillsdale,2,3,79800,15960,55860,Honda,Civic,Commercial,Urban,1999
280,41,682178,18-12-1994,OH,500/1000,2000,112687,1140.31,473243,MALE,MD,adm-clerical,exercise,husband,28-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,WV,Arlington,0,3,53020,9640,33740,Toyota,Corolla,Private,Urban,1999
269,45,596298,23-08-1996,IN,500/1000,500,51110,1330.46,435552,FEMALE,High School,machine-op-inspct,sleeping,wife,18-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,VA,Hillsdale,0,0,24200,2200,17600,Suburu,Forrestor,Private,Urban,2008
275,40,253005,20-11-1991,OH,250/500,2000,66708,1190.6,434206,MALE,Masters,exec-managerial,camping,unmarried,06-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,OH,Riverwood,1,3,43230,7860,27510,Chevrolet,Silverado,Private,Rural,2001
265,45,985924,28-10-1998,OH,250/500,500,39710,972.5,469895,FEMALE,College,exec-managerial,cross-fit,unmarried,19-01-2015,Vehicle Theft,Others,Trivial Damage,NC,Springfield,2,3,3190,290,2320,Ford,Escape,Commercial,Urban,1995
283,43,631565,14-07-1997,IN,100/300,2000,34586,1161.91,457722,FEMALE,Associate,adm-clerical,polo,not-in-family,17-01-2015,Parked Car,Others,Minor Damage,WV,Northbrook,0,3,5850,1300,3900,BMW,M5,Private,Urban,2006
84,29,630998,09-04-2003,OH,250/500,1000,32549,1117.17,473645,FEMALE,High School,machine-op-inspct,video-games,not-in-family,12-02-2015,Parked Car,Others,Trivial Damage,SC,Arlington,2,0,6820,620,4960,BMW,3 Series,Commercial,Urban,2005
247,44,926665,04-02-1992,OH,250/500,2000,134792,1101.51,619108,FEMALE,College,farming-fishing,camping,not-in-family,11-02-2015,Multi-vehicle Collision,Front Collision,Minor Damage,NY,Riverwood,2,2,69480,11580,46320,Chevrolet,Tahoe,Commercial,Urban,2008
56,29,302669,29-06-2006,IL,100/300,1000,38898,1523.17,610479,MALE,Masters,prof-specialty,movies,own-child,21-02-2015,Multi-vehicle Collision,Front Collision,Major Damage,PA,Northbend,1,2,94560,7880,70920,Jeep,Grand Cherokee,Private,Urban,1995
210,39,620020,21-06-1997,OH,500/1000,1000,0,984.45,474998,MALE,Associate,armed-forces,paintball,unmarried,02-01-2015,Vehicle Theft,Others,Minor Damage,NC,Riverwood,1,2,7800,780,6240,Dodge,RAM,Private,Urban,1997
108,32,439828,07-09-2006,OH,500/1000,2000,0,1257,616341,FEMALE,High School,machine-op-inspct,basketball,unmarried,11-01-2015,Single Vehicle Collision,Front Collision,Total Loss,WV,Northbrook,1,3,61270,5570,44560,Suburu,Legacy,Commercial,Urban,1999
328,49,971295,01-10-2001,OH,500/1000,500,0,1434.51,460535,FEMALE,Masters,transport-moving,bungie-jumping,wife,23-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,NY,Riverwood,0,2,71440,8930,53580,Mercedes,ML350,Commercial,Urban,2005
186,37,165565,20-02-2009,OH,250/500,2000,29042,1628,606487,FEMALE,JD,priv-house-serv,exercise,unmarried,28-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,NY,Hillsdale,1,2,55600,11120,38920,Jeep,Grand Cherokee,Private,Urban,2009
277,44,936543,26-06-2001,IN,500/1000,500,34581,1412.31,620737,MALE,High School,priv-house-serv,board-games,unmarried,01-02-2015,Vehicle Theft,Others,Trivial Damage,NC,Riverwood,1,3,5000,1000,3500,Jeep,Wrangler,Private,Urban,2005
138,33,296960,18-01-1997,IL,250/500,500,0,1362.87,445904,FEMALE,JD,exec-managerial,paintball,own-child,24-02-2015,Single Vehicle Collision,Side Collision,Minor Damage,NY,Springfield,2,0,95810,14740,66330,BMW,X5,Private,Urban,2007
208,41,501692,24-06-2014,IN,100/300,1000,110913,1134.68,464145,FEMALE,College,tech-support,chess,husband,20-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,SC,Northbend,2,2,69300,6930,48510,Volkswagen,Jetta,Commercial,Urban,1996
147,37,525224,02-10-1992,IN,250/500,1000,19355,1306.78,466818,MALE,MD,prof-specialty,video-games,other-relative,14-01-2015,Single Vehicle Collision,Front Collision,Total Loss,SC,Northbend,1,0,81120,13520,47320,Toyota,Camry,Private,Urban,1995
8,21,355085,09-10-2012,IN,500/1000,500,17455,1021.9,464237,MALE,High School,handlers-cleaners,hiking,husband,05-02-2015,Single Vehicle Collision,Front Collision,Major Damage,WV,Columbus,0,0,91260,14040,63180,Toyota,Corolla,Private,Rural,2012
297,48,830729,10-02-1993,IN,100/300,1000,17455,1538.6,618455,FEMALE,MD,other-service,kayaking,wife,11-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,SC,Northbend,0,0,60600,6060,42420,Ford,Fusion,Private,Rural,2004
150,31,651948,28-09-1994,IN,500/1000,1000,20631,1354.5,456602,MALE,Masters,machine-op-inspct,base-jumping,husband,02-01-2015,Multi-vehicle Collision,Front Collision,Major Damage,NY,Arlington,0,3,64800,6480,45360,Suburu,Forrestor,Private,Rural,2000
4,34,424358,24-05-2003,OH,500/1000,500,22010,1282.93,616126,FEMALE,College,exec-managerial,basketball,other-relative,12-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,WV,Northbrook,0,0,66880,6080,48640,Chevrolet,Silverado,Private,Rural,1996
210,35,131478,25-12-1991,IL,500/1000,1000,42579,1346.27,468508,MALE,Masters,farming-fishing,cross-fit,not-in-family,03-01-2015,Single Vehicle Collision,Front Collision,Total Loss,WV,Arlington,0,2,58200,5820,46560,BMW,X5,Commercial,Urban,2013
91,31,268833,18-09-1999,IN,100/300,1000,20017,1338.4,431937,FEMALE,High School,priv-house-serv,polo,own-child,25-02-2015,Single Vehicle Collision,Side Collision,Minor Damage,NC,Hillsdale,1,0,60570,6730,47110,Nissan,Maxima,Private,Urban,2011
167,36,287489,03-02-1994,IL,100/300,1000,113344,949.44,448603,FEMALE,Masters,exec-managerial,camping,other-relative,19-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,NC,Springfield,0,0,69680,8710,52260,Mercedes,ML350,Private,Urban,2008
467,58,808153,18-01-2003,IN,500/1000,2000,33063,977.4,444500,MALE,Masters,transport-moving,bungie-jumping,own-child,03-01-2015,Single Vehicle Collision,Front Collision,Total Loss,NY,Columbus,2,3,55700,5570,38990,Nissan,Maxima,Commercial,Rural,2014
264,47,687639,07-03-2005,IN,250/500,2000,71996,1181.46,601117,FEMALE,JD,transport-moving,sleeping,other-relative,12-02-2015,Multi-vehicle Collision,Front Collision,Total Loss,OH,Arlington,1,2,62370,5670,51030,Dodge,Neon,Private,Urban,2001
270,45,497347,23-08-2003,OH,500/1000,500,117106,1187.53,615383,FEMALE,PhD,priv-house-serv,yachting,not-in-family,24-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,VA,Columbus,0,0,54340,9880,44460,Saab,92x,Commercial,Urban,2005
310,48,439660,11-07-2002,OH,100/300,1000,114456,845.16,434342,FEMALE,Masters,priv-house-serv,base-jumping,other-relative,25-02-2015,Single Vehicle Collision,Front Collision,Major Damage,NC,Northbend,1,0,55170,6130,42910,Audi,A5,Private,Rural,2005
143,34,847123,19-03-2014,IL,100/300,500,30619,1442.27,435100,MALE,College,priv-house-serv,exercise,wife,17-02-2015,Single Vehicle Collision,Front Collision,Minor Damage,NY,Columbus,2,3,58500,11700,40950,Dodge,RAM,Private,Urban,1999
146,32,172307,06-12-1993,OH,100/300,2000,63425,1276.43,431278,MALE,Associate,priv-house-serv,skydiving,own-child,09-02-2015,Single Vehicle Collision,Rear Collision,Major Damage,NC,Riverwood,0,3,59940,6660,46620,Honda,CRV,Private,Urban,1995
102,28,810189,29-08-1999,OH,250/500,500,7132,1075.41,445648,MALE,MD,machine-op-inspct,reading,wife,15-02-2015,Single Vehicle Collision,Side Collision,Total Loss,PA,Northbend,1,0,73400,7340,58720,Dodge,Neon,Commercial,Urban,1996
61,23,432068,09-03-2007,IL,100/300,500,88305,1111.72,448857,MALE,JD,exec-managerial,bungie-jumping,other-relative,25-02-2015,Single Vehicle Collision,Side Collision,Major Damage,PA,Riverwood,1,2,41850,4650,32550,Suburu,Legacy,Private,Urban,1997
255,44,903203,03-01-2004,OH,500/1000,2000,61790,814.96,435267,FEMALE,PhD,priv-house-serv,chess,not-in-family,05-02-2015,Parked Car,Others,Trivial Damage,NC,Hillsdale,2,2,6400,640,4480,Mercedes,ML350,Private,Urban,2005
211,40,253085,25-04-1991,IL,500/1000,1000,42774,1575.86,461275,FEMALE,PhD,other-service,sleeping,own-child,12-01-2015,Vehicle Theft,Others,Trivial Damage,WV,Northbrook,1,1,3190,580,2320,Audi,A5,Commercial,Urban,2004
61,29,180720,14-03-1995,IN,250/500,1000,57553,1115.27,613816,MALE,JD,handlers-cleaners,polo,unmarried,01-01-2015,Parked Car,Others,Trivial Damage,VA,Hillsdale,2,1,5900,590,4720,Nissan,Pathfinder,Commercial,Rural,2010
108,31,492224,09-12-2005,IN,500/1000,2000,31374,1175.7,608767,MALE,Masters,protective-serv,yachting,not-in-family,19-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,NY,Columbus,0,2,57330,6370,44590,Dodge,Neon,Commercial,Rural,2006
303,50,411477,25-12-2001,OH,100/300,500,31806,793.15,620869,MALE,MD,tech-support,board-games,own-child,14-01-2015,Multi-vehicle Collision,Front Collision,Total Loss,WV,Hillsdale,0,3,81960,13660,54640,Dodge,Neon,Private,Urban,2008
152,33,107181,14-11-1999,IN,250/500,500,10678,942.51,478981,FEMALE,PhD,transport-moving,exercise,wife,30-01-2015,Single Vehicle Collision,Side Collision,Major Damage,SC,Hillsdale,0,0,70400,6400,44800,Suburu,Legacy,Commercial,Urban,2001
120,34,312940,27-10-2001,IN,500/1000,1000,123479,1056.71,464630,FEMALE,JD,protective-serv,paintball,not-in-family,20-01-2015,Parked Car,Others,Minor Damage,VA,Columbus,2,1,3770,580,2610,Jeep,Grand Cherokee,Commercial,Urban,2002
144,36,855186,31-10-1993,IN,500/1000,2000,9361,1255.68,466303,FEMALE,Associate,sales,reading,other-relative,18-02-2015,Parked Car,Others,Minor Damage,NC,Arlington,0,0,7400,740,5180,Dodge,Neon,Private,Urban,2014
414,52,373935,13-02-2003,IN,500/1000,500,78213,1335.13,452647,FEMALE,High School,farming-fishing,chess,unmarried,07-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,SC,Northbend,1,1,54810,6090,42630,Chevrolet,Silverado,Private,Rural,1999
163,37,812989,06-03-2004,IN,250/500,500,0,1178.95,441370,FEMALE,JD,priv-house-serv,dancing,own-child,16-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,NY,Springfield,2,3,49400,4940,34580,Jeep,Wrangler,Commercial,Urban,2005
